Name,Card Link,Collector Number,Rarity,Domain 1,Domain 2,types,Subtype 1,Subtype 2,Subtype 3,Subtype 4,Subtype 5,supertypes,cmc,Energy,Power,Total Cost,Might,Description,ALT TEXT,Tags
Albus Ferros,https://riftdecks.com/cards/details-albus-ferros,OGN-230/298,rare,order,,unit,piltover,,,,,,4,4,,4,3,"When you play me, spend any number of buffs. For each buff spent, channel 1 rune exhausted.","Riftbound Unit: Albus Ferros. When you play me, spend any number of buffs. For each buff spent, channel 1 rune exhausted.",
Commander Ledros,https://riftdecks.com/cards/details-commander-ledros,OGN-231/298,rare,order,,unit,spirit,shadowisles,,,,,6,6,CCCC,6CCCC,8,"As you play me, you may kill any number of friendly units as an additional cost by [C] for each killed this way.
[Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
[Ganking] (I can move from battlefield to battlefield.)","Riftbound Unit: Commander Ledros. As you play me, you may kill any number of friendly units as an additional cost by [C] for each killed this way.
[Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
[Ganking] (I can move from battlefield to battlefield.)",
"Fiora, Victorious",https://riftdecks.com/cards/details-fiora-victorious,OGN-232/298,rare,order,,unit,fiora,demacia,,,,champion,4,4,,4,4,"While I'm [Mighty], I have [Deflect], [Ganking], and [Shield]. (I'm Mighty while I have 5+ [S].)","Riftbound Unit: Fiora, Victorious. While I'm [Mighty], I have [Deflect], [Ganking], and [Shield]. (I'm Mighty while I have 5+ [S].)",
Grand Strategem,https://riftdecks.com/cards/details-grand-strategem,OGN-233/298,rare,order,,spell,,,,,,,6,6,CCC,6CCC,,"[Action] (Play on your turn or in showdowns.)
Give friendly units +5 [S] this turn.","Riftbound Spell: Grand Strategem. [Action] (Play on your turn or in showdowns.)
Give friendly units +5 [S] this turn.",
Harnessed Dragon,https://riftdecks.com/cards/details-harnessed-dragon,OGN-234/298,rare,order,,unit,dragon,demacia,,,,,8,8,CC,8CC,6,"When you play me, kill an enemy unit.","Riftbound Unit: Harnessed Dragon. When you play me, kill an enemy unit.",
"Karthus, Eternal",https://riftdecks.com/cards/details-karthus-eternal,OGN-236/298,rare,order,,unit,spirit,karthus,shadowisles,,,champion,3,3,C,3C,3,Your [Deathknell] effects trigger an additional time.,"Riftbound Unit: Karthus, Eternal. Your [Deathknell] effects trigger an additional time.",
King's Edict,https://riftdecks.com/cards/details-kings-edict,OGN-237/298,rare,order,,spell,,,,,,,6,6,CC,6CC,,"Starting with the next player, each other player chooses a unit you don't control that hasn't been chosen for this spell. Kill those units.","Riftbound Spell: King's Edict. Starting with the next player, each other player chooses a unit you don't control that hasn't been chosen for this spell. Kill those units.",
"Leona, Determined",https://riftdecks.com/cards/details-leona-determined,OGN-238/298,rare,order,,unit,leona,mounttargon,,,,champion,4,4,C,4C,4,"[Shield] (+1 [S] while I'm a defender.)
When I attack, stun an enemy unit here. (It doesn't deal combat damage this turn.)","Riftbound Unit: Leona, Determined. [Shield] (+1 [S] while I'm a defender.)
When I attack, stun an enemy unit here. (It doesn't deal combat damage this turn.)",
Machine Evangel,https://riftdecks.com/cards/details-machine-evangel,OGN-239/298,rare,order,,unit,piltover,,,,,,5,5,C,5C,4,"[Deathknell] — Play three 1 [S] Recruit unit tokens into your base. (When I die, get the effect.)","Riftbound Unit: Machine Evangel. [Deathknell] — Play three 1 [S] Recruit unit tokens into your base. (When I die, get the effect.)",
"Sett, Kingpin",https://riftdecks.com/cards/details-sett-kingpin,OGN-240a/298,showcase,order,,unit,sett,ionia,,,,champion,4,4,C,4C,5,"[Tank] (I must be assigned combat damage first.)
I get +1 [S] for each buffed friendly unit at my battlefield.","Riftbound Unit: Sett, Kingpin. [Tank] (I must be assigned combat damage first.)
I get +1 [S] for each buffed friendly unit at my battlefield.",
"Shen, Kinkou",https://riftdecks.com/cards/details-shen-kinkou,OGN-241/298,rare,order,,unit,shen,ionia,,,,champion,3,3,C,3C,3,"[Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)
[Shield 2] (+2 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)","Riftbound Unit: Shen, Kinkou. [Reaction] (Play any time, even before spells and abilities resolve, including to a battlefield you control.)
[Shield 2] (+2 [S] while I'm a defender.)
[Tank] (I must be assigned combat damage first.)",
Baited Hook,https://riftdecks.com/cards/details-baited-hook,OGN-242/298,epic,order,,gear,,,,,,,3,3,,3,,"\[1]\[C], [T]: Kill a friendly unit. Look at the top 5 cards of your Main Deck. You may play a unit from among them that has Might up to 1 more than the killed unit, ignoring its cost. Then recycle the rest.","Riftbound Gear: Baited Hook. [1][C], [T]: Kill a friendly unit. Look at the top 5 cards of your Main Deck. You may play a unit from among them that has Might up to 1 more than the killed unit, ignoring its cost. Then recycle the rest.",
Divine Judgment,https://riftdecks.com/cards/details-divine-judgment,OGN-244/298,epic,order,,spell,,,,,,,7,7,CC,7CC,,"Each player chooses 2 units, 2 gear, 2 runes, and 2 cards in their hands. Recycle the rest.","Riftbound Spell: Divine Judgment. Each player chooses 2 units, 2 gear, 2 runes, and 2 cards in their hands. Recycle the rest.",
"Viktor, Leader",https://riftdecks.com/cards/details-viktor-leader,OGN-246/298,epic,order,,unit,viktor,zaun,,,,champion,4,4,C,4C,4,"When another non-Recruit unit you control dies, play a 1 [S] Recruit unit token into your base.","Riftbound Unit: Viktor, Leader. When another non-Recruit unit you control dies, play a 1 [S] Recruit unit token into your base.",
"Kai'sa, Daughter of the Void",https://riftdecks.com/cards/details-kaisa-daughter-of-the-void,OGN-247/298,rare,fury,mind,legend,kaisa,,,,,legend,,,,-,,[T]: [Reaction] — [Add] [C]. Use only to play spells. (Abilities that add resources can't be reacted to.),Riftbound Legend: Daughter of the Void. [T]: [Reaction] — [Add] [C]. Use only to play spells. (Abilities that add resources can't be reacted to.),
Icathian Rain,https://riftdecks.com/cards/details-icathian-rain,OGN-248/298,epic,fury,mind,spell,kaisa,,,,,signature,7,7,CCC,7CCC,,"Do this 6 times:
Deal 2 to a unit. (You can choose different units.)","Riftbound Spell: Icathian Rain. Do this 6 times:
Deal 2 to a unit. (You can choose different units.)",
Stormbringer,https://riftdecks.com/cards/details-stormbringer,OGN-250/298,epic,fury,body,spell,volibear,,,,,signature,6,6,CC,6CC,,"Choose a friendly unit in your base. Deal damage equal to its Might to all enemy units at a battlefield, then move your unit there.","Riftbound Spell: Stormbringer. Choose a friendly unit in your base. Deal damage equal to its Might to all enemy units at a battlefield, then move your unit there.",
"Jinx, Loose Cannon",https://riftdecks.com/cards/details-jinx-loose-cannon,OGN-251/298,rare,fury,chaos,legend,jinx,,,,,legend,,,,-,,"At start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.","Riftbound Legend: Loose Cannon. At start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.",
Super Mega Death Rocket!,https://riftdecks.com/cards/details-super-mega-death-rocket,OGN-252/298,epic,fury,chaos,spell,jinx,,,,,signature,4,4,C,4C,,"Deal 5 to a unit.
When you conquer, you may discard 1 to return this from your trash to your hand.","Riftbound Spell: Super Mega Death Rocket!. Deal 5 to a unit.
When you conquer, you may discard 1 to return this from your trash to your hand.",
"Darius, Hand of Noxus",https://riftdecks.com/cards/details-darius-hand-of-noxus,OGN-253/298,rare,fury,order,legend,darius,,,,,legend,,,,-,,"[T]: [Reaction], [Legion] — [Add] [1]. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)","Riftbound Legend: Hand of Noxus. [T]: [Reaction], [Legion] — [Add] [1]. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)",
Noxian Guillotine,https://riftdecks.com/cards/details-noxian-guillotine,OGN-254/298,epic,fury,order,spell,darius,,,,,signature,4,4,C,4C,,"[Action] (Play on your turn or in showdowns.)
Choose a unit. Kill it the next time it takes damage this turn.
[Legion] — Kill it now instead. (Get the effect if you've played another card this turn.)","Riftbound Spell: Noxian Guillotine. [Action] (Play on your turn or in showdowns.)
Choose a unit. Kill it the next time it takes damage this turn.
[Legion] — Kill it now instead. (Get the effect if you've played another card this turn.)",
"Ahri, Nine-Tailed Fox",https://riftdecks.com/cards/details-ahri-nine-tailed-fox,OGN-255/298,rare,calm,mind,legend,ahri,,,,,legend,,,,-,,"When an enemy unit attacks a battlefield you control, give it -1 [S] this turn, to a minimum of 1 [S].","Riftbound Legend: Nine-Tailed Fox. When an enemy unit attacks a battlefield you control, give it -1 [S] this turn, to a minimum of 1 [S].",
Fox-Fire,https://riftdecks.com/cards/details-fox-fire,OGN-256/298,epic,calm,mind,spell,ahri,,,,,signature,3,3,,3,,"[Hidden] (Hide now for [A] to react with later for [0].)
[Action] (Play on your turn or in showdowns.)
Kill any number of units at a battlefield with total Might 4 or less.","Riftbound Spell: Fox-Fire. [Hidden] (Hide now for [A] to react with later for [0].)
[Action] (Play on your turn or in showdowns.)
Kill any number of units at a battlefield with total Might 4 or less.",
Dragon's Rage,https://riftdecks.com/cards/details-dragons-rage,OGN-258/298,epic,calm,body,spell,leesin,,,,,signature,4,4,C,4C,,Move an enemy unit. Then choose another enemy unit at its destination. They deal damage equal to their Mights to each other.,Riftbound Spell: Dragon's Rage. Move an enemy unit. Then choose another enemy unit at its destination. They deal damage equal to their Mights to each other.,
"Yasuo, Unforgiven",https://riftdecks.com/cards/details-yasuo-unforgiven,OGN-259/298,rare,calm,chaos,legend,yasuo,,,,,legend,,,,-,,"[2], [T]: Move a friendly unit to or from its base.","Riftbound Legend: Unforgiven. [2], [T]: Move a friendly unit to or from its base.",
Last Breath,https://riftdecks.com/cards/details-last-breath,OGN-260/298,epic,calm,chaos,spell,yasuo,,,,,signature,3,3,CC,3CC,,"[Action] (Play on your turn or in showdowns.)
Ready a friendly unit. It deals damage equal to its Might to an enemy unit at a battlefield.","Riftbound Spell: Last Breath. [Action] (Play on your turn or in showdowns.)
Ready a friendly unit. It deals damage equal to its Might to an enemy unit at a battlefield.",
"Leona, Radiant Dawn",https://riftdecks.com/cards/details-leona-radiant-dawn,OGN-261/298,rare,calm,order,legend,leona,,,,,legend,,,,-,,"When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)","Riftbound Legend: Radiant Dawn. When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 [S] buff.)",
Zenith Blade,https://riftdecks.com/cards/details-zenith-blade,OGN-262/298,epic,calm,order,spell,leona,,,,,signature,3,3,CC,3CC,,"[Action] (Play on your turn or in showdowns.)
Stun an enemy unit at a battlefield. You may move a friendly unit to that enemy unit's battlefield. (A stunned unit doesn't deal combat damage this turn.)","Riftbound Spell: Zenith Blade. [Action] (Play on your turn or in showdowns.)
Stun an enemy unit at a battlefield. You may move a friendly unit to that enemy unit's battlefield. (A stunned unit doesn't deal combat damage this turn.)",
"Teemo, Swift Scout",https://riftdecks.com/cards/details-teemo-swift-scout,OGN-263/298,rare,mind,chaos,legend,teemo,,,,,legend,,,,-,,"You may pay [1] to hide a card with [Hidden] instead of [C].
[1], [T]: Put a Teemo unit you own into your hand from your Champion Zone or the board.","Riftbound Legend: Swift Scout. You may pay [1] to hide a card with [Hidden] instead of [C].
[1], [T]: Put a Teemo unit you own into your hand from your Champion Zone or the board.",
Guerilla Warfare,https://riftdecks.com/cards/details-guerilla-warfare,OGN-264/298,epic,mind,chaos,spell,teemo,,,,,signature,2,2,C,2C,,Return up to two cards with [Hidden] from your trash to your hand. You can hide cards ignoring costs this turn.,Riftbound Spell: Guerilla Warfare. Return up to two cards with [Hidden] from your trash to your hand. You can hide cards ignoring,
Siphon Power,https://riftdecks.com/cards/details-siphon-power,OGN-266/298,epic,mind,order,spell,viktor,,,,,signature,2,2,C,2C,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Choose a battlefield. Give friendly units there +1 [S] this turn and enemy units there -1 [S] this turn, to a minimum of 1 [S].","Riftbound Spell: Siphon Power. [Reaction] (Play any time, even before spells and abilities resolve.)
Choose a battlefield. Give friendly units there +1 [S] this turn and enemy units there -1 [S] this turn, to a minimum of 1 [S].",
Bullet Time,https://riftdecks.com/cards/details-bullet-time,OGN-268/298,epic,body,chaos,spell,missfortune,,,,,signature,1,1,,1,,"[Action] (Play on your turn or in showdowns.)
Pay any amount of [C] to deal that much damage to all enemy units at a battlefield.","Riftbound Spell: Bullet Time. [Action] (Play on your turn or in showdowns.)
Pay any amount of [C] to deal that much damage to all enemy units at a battlefield.",
Showstopper,https://riftdecks.com/cards/details-showstopper,OGN-270/298,epic,body,order,spell,sett,,,,,signature,1,1,C,1C,,"Buff a friendly unit in your base, then move it to a battlefield. (If it doesn't have a buff, it gets a +1 [S] buff.)","Riftbound Spell: Showstopper. Buff a friendly unit in your base, then move it to a battlefield. (If it doesn't have a buff, it gets a +1 [S] buff.)",
Recruit (DE),https://riftdecks.com/cards/details-recruit-de,OGN-271/298,common,colorless,,unit,recruit,,,,,token,,,,-,1,,Riftbound Unit: Recruit (DE).,
Recruit (NX),https://riftdecks.com/cards/details-recruit-nx,OGN-272/298,common,colorless,,unit,recruit,,,,,token,,,,-,1,,Riftbound Unit: Recruit (NX).,
Recruit (ZN),https://riftdecks.com/cards/details-recruit-zn,OGN-273/298,common,colorless,,unit,recruit,,,,,token,,,,-,1,,Riftbound Unit: Recruit (ZN).,
Sprite,https://riftdecks.com/cards/details-sprite,OGN-274/298,common,colorless,,unit,fae,,,,,token,,,,-,3,"[Temporary] (Kill me at the start of your Beginning Phase, before scoring.)","Riftbound Unit: Sprite. [Temporary] (Kill me at the start of your Beginning Phase, before scoring.)",
Altar to Unity,https://riftdecks.com/cards/details-altar-to-unity,OGN-275/298,uncommon,colorless,,battlefield,,,,,,,,,,-,,"When you hold here, play a 1 [S] Recruit unit token in your base.","Riftbound Battlefield: Altar to Unity. When you hold here, play a 1 [S] Recruit unit token in your base.",
Aspirant's Climb,https://riftdecks.com/cards/details-aspirants-climb,OGN-276/298,uncommon,colorless,,battlefield,,,,,,,,,,-,,Increase the points needed to win the game by 1.,Riftbound Battlefield: Aspirant's Climb. Increase the points needed to win the game by 1.,
Back-Alley Bar,https://riftdecks.com/cards/details-back-alley-bar,OGN-277/298,uncommon,colorless,,battlefield,,,,,,,,,,-,,"When a unit moves from here, give it +1 [S] this turn.","Riftbound Battlefield: Back-Alley Bar. When a unit moves from here, give it +1 [S] this turn.",
Bandle Tree,https://riftdecks.com/cards/details-bandle-tree,OGN-278/298,uncommon,colorless,,battlefield,,,,,,,,,,-,,You may hide an additional card here.,Riftbound Battlefield: Bandle Tree. You may hide an additional card here.,
